created_at,entry_id,field1,latitude,longitude,elevation,status
2020-04-09 15:19:19 UTC,515,14.94,,,,
2020-04-09 15:19:51 UTC,516,15.6,,,,
2020-04-09 15:20:23 UTC,517,15.23,,,,
2020-04-09 15:20:55 UTC,518,15.82,,,,
2020-04-09 15:21:28 UTC,519,15.03,,,,
2020-04-09 15:22:00 UTC,520,15.34,,,,
2020-04-09 15:22:32 UTC,521,15.29,,,,
2020-04-09 15:23:04 UTC,522,15.52,,,,
2020-04-09 15:23:36 UTC,523,15.26,,,,
2020-04-09 15:24:08 UTC,524,15.82,,,,
2020-04-09 15:24:40 UTC,525,15.53,,,,
2020-04-09 15:25:12 UTC,526,15.79,,,,
2020-04-09 15:25:43 UTC,527,15.77,,,,
2020-04-09 15:26:15 UTC,528,15.13,,,,
2020-04-09 15:26:47 UTC,529,15.65,,,,
2020-04-09 15:27:19 UTC,530,15.39,,,,
2020-04-09 15:27:51 UTC,531,15.5,,,,
2020-04-09 15:28:23 UTC,532,15.84,,,,
2020-04-09 15:28:54 UTC,533,14.92,,,,
2020-04-09 15:29:26 UTC,534,15.39,,,,
2020-04-09 15:29:58 UTC,535,15.11,,,,
2020-04-09 15:30:30 UTC,536,15.19,,,,
2020-04-09 15:31:01 UTC,537,15.03,,,,
2020-04-09 15:31:33 UTC,538,15.31,,,,
2020-04-09 15:32:05 UTC,539,15.16,,,,
2020-04-09 15:32:37 UTC,540,15.84,,,,
2020-04-09 15:33:09 UTC,541,15.48,,,,
2020-04-09 15:33:41 UTC,542,15.4,,,,
2020-04-09 15:34:13 UTC,543,15.65,,,,
2020-04-09 15:34:45 UTC,544,15.19,,,,
2020-04-09 15:35:16 UTC,545,15.65,,,,
2020-04-09 15:35:48 UTC,546,15.45,,,,
2020-04-09 15:36:20 UTC,547,15.66,,,,
2020-04-09 15:36:52 UTC,548,14.87,,,,
2020-04-09 15:37:24 UTC,549,15.53,,,,
2020-04-09 15:37:55 UTC,550,15.26,,,,
2020-04-09 15:38:27 UTC,551,15.11,,,,
2020-04-09 15:38:59 UTC,552,15.36,,,,
2020-04-09 15:39:31 UTC,553,15.56,,,,
2020-04-09 15:40:03 UTC,554,15.61,,,,
2020-04-09 15:40:35 UTC,555,15.55,,,,
2020-04-09 15:41:06 UTC,556,15.94,,,,
2020-04-09 15:41:38 UTC,557,14.82,,,,
2020-04-09 15:42:10 UTC,558,15.98,,,,
2020-04-09 15:42:42 UTC,559,15.26,,,,
2020-04-09 15:43:13 UTC,560,15.76,,,,
2020-04-09 15:43:45 UTC,561,14.79,,,,
2020-04-09 15:44:17 UTC,562,15.32,,,,
2020-04-09 15:44:48 UTC,563,15.74,,,,
2020-04-09 15:45:20 UTC,564,15.74,,,,
2020-04-09 15:45:52 UTC,565,15.19,,,,
2020-04-09 15:46:24 UTC,566,15.48,,,,
2020-04-09 15:46:56 UTC,567,15.77,,,,
2020-04-09 15:47:27 UTC,568,15.52,,,,
2020-04-09 15:47:59 UTC,569,15.48,,,,
2020-04-09 15:48:31 UTC,570,15.23,,,,
2020-04-09 15:49:03 UTC,571,15.47,,,,
2020-04-09 15:49:35 UTC,572,15.77,,,,
2020-04-09 15:50:06 UTC,573,15.13,,,,
2020-04-09 15:50:38 UTC,574,15.36,,,,
2020-04-09 15:51:10 UTC,575,15.24,,,,
2020-04-09 15:51:41 UTC,576,15.4,,,,
2020-04-09 15:52:13 UTC,577,15.79,,,,
2020-04-09 15:52:45 UTC,578,15.0,,,,
2020-04-09 15:53:17 UTC,579,15.74,,,,
2020-04-09 15:53:48 UTC,580,15.61,,,,
2020-04-09 15:54:20 UTC,581,15.85,,,,
2020-04-09 15:54:52 UTC,582,15.39,,,,
2020-04-09 15:55:24 UTC,583,15.13,,,,
2020-04-09 15:55:56 UTC,584,15.53,,,,
2020-04-09 15:56:28 UTC,585,15.63,,,,
2020-04-09 15:57:00 UTC,586,15.79,,,,
2020-04-09 15:57:32 UTC,587,15.08,,,,
2020-04-09 15:58:04 UTC,588,15.68,,,,
2020-04-09 15:58:35 UTC,589,15.18,,,,
2020-04-09 15:59:07 UTC,590,15.36,,,,
2020-04-09 15:59:39 UTC,591,15.03,,,,
2020-04-09 16:00:11 UTC,592,14.78,,,,
2020-04-09 16:00:43 UTC,593,14.87,,,,
2020-04-09 16:01:15 UTC,594,15.87,,,,
2020-04-09 16:01:47 UTC,595,15.81,,,,
2020-04-09 16:02:19 UTC,596,15.02,,,,
2020-04-09 16:02:51 UTC,597,15.1,,,,
2020-04-09 16:03:23 UTC,598,15.73,,,,
2020-04-09 16:03:55 UTC,599,15.85,,,,
2020-04-09 16:04:27 UTC,600,15.34,,,,
2020-04-09 16:05:00 UTC,601,15.95,,,,
2020-04-09 16:05:32 UTC,602,15.11,,,,
2020-04-09 16:06:04 UTC,603,15.37,,,,
2020-04-09 16:06:37 UTC,604,15.32,,,,
2020-04-09 16:07:09 UTC,605,15.63,,,,
2020-04-09 16:07:41 UTC,606,15.76,,,,
2020-04-09 16:08:14 UTC,607,15.1,,,,
2020-04-09 16:08:45 UTC,608,15.76,,,,
2020-04-09 16:09:17 UTC,609,15.84,,,,
2020-04-09 16:09:49 UTC,610,15.63,,,,
2020-04-09 16:10:21 UTC,611,15.13,,,,
2020-04-09 16:10:52 UTC,612,15.65,,,,
2020-04-09 16:11:24 UTC,613,15.76,,,,
2020-04-09 16:11:56 UTC,614,15.24,,,,
2020-04-09 16:12:28 UTC,615,15.87,,,,
2020-04-09 16:13:00 UTC,616,15.36,,,,
2020-04-09 16:13:34 UTC,617,15.52,,,,
2020-04-09 16:14:05 UTC,618,15.47,,,,
2020-04-09 16:14:38 UTC,619,15.95,,,,
2020-04-09 16:15:10 UTC,620,15.6,,,,
2020-04-09 16:15:43 UTC,621,14.82,,,,
2020-04-09 16:16:15 UTC,622,15.29,,,,
2020-04-09 16:16:47 UTC,623,15.42,,,,
2020-04-09 16:17:19 UTC,624,15.27,,,,
2020-04-09 16:17:50 UTC,625,15.42,,,,
2020-04-09 16:18:22 UTC,626,15.79,,,,
2020-04-09 16:18:54 UTC,627,15.76,,,,
2020-04-09 16:19:26 UTC,628,15.53,,,,
2020-04-09 16:19:58 UTC,629,15.21,,,,
2020-04-09 16:20:30 UTC,630,15.65,,,,
2020-04-09 16:21:02 UTC,631,15.76,,,,
2020-04-09 16:21:34 UTC,632,15.65,,,,
2020-04-09 16:22:06 UTC,633,15.27,,,,
2020-04-09 16:22:38 UTC,634,15.39,,,,
2020-04-09 16:23:10 UTC,635,16.05,,,,
2020-04-09 16:23:42 UTC,636,15.63,,,,
2020-04-09 16:24:15 UTC,637,16.13,,,,
2020-04-09 16:24:47 UTC,638,15.82,,,,
2020-04-09 16:25:19 UTC,639,15.74,,,,
2020-04-09 16:25:51 UTC,640,15.85,,,,
2020-04-09 16:26:23 UTC,641,16.03,,,,
2020-04-09 16:26:55 UTC,642,15.66,,,,
2020-04-09 16:27:27 UTC,643,15.95,,,,
2020-04-09 16:27:59 UTC,644,15.85,,,,
2020-04-09 16:28:31 UTC,645,15.48,,,,
2020-04-09 16:29:03 UTC,646,15.79,,,,
2020-04-09 16:29:35 UTC,647,16.0,,,,
2020-04-09 16:30:12 UTC,648,16.11,,,,
2020-04-09 16:30:44 UTC,649,15.94,,,,
2020-04-09 16:31:16 UTC,650,16.1,,,,
2020-04-09 16:31:48 UTC,651,15.45,,,,
2020-04-09 16:32:20 UTC,652,15.56,,,,
2020-04-09 16:32:52 UTC,653,15.81,,,,
2020-04-09 16:33:24 UTC,654,15.52,,,,
2020-04-09 16:33:57 UTC,655,15.34,,,,
2020-04-09 16:34:29 UTC,656,16.11,,,,
2020-04-09 16:35:01 UTC,657,15.53,,,,
2020-04-09 16:35:33 UTC,658,15.73,,,,
2020-04-09 16:36:05 UTC,659,16.1,,,,
2020-04-09 16:36:37 UTC,660,16.02,,,,
2020-04-09 16:37:09 UTC,661,15.55,,,,
2020-04-09 16:37:41 UTC,662,16.02,,,,
2020-04-09 16:38:14 UTC,663,15.74,,,,
2020-04-09 16:38:46 UTC,664,16.03,,,,
2020-04-09 16:39:18 UTC,665,15.36,,,,
2020-04-09 16:39:50 UTC,666,15.95,,,,
2020-04-09 16:40:22 UTC,667,15.97,,,,
2020-04-09 16:40:54 UTC,668,15.89,,,,
2020-04-09 16:41:26 UTC,669,16.31,,,,
2020-04-09 16:41:58 UTC,670,15.74,,,,
2020-04-09 16:42:29 UTC,671,16.1,,,,
2020-04-09 16:43:01 UTC,672,15.98,,,,
2020-04-09 16:43:33 UTC,673,16.29,,,,
2020-04-09 16:44:05 UTC,674,16.08,,,,
2020-04-09 16:44:36 UTC,675,15.95,,,,
2020-04-09 16:45:08 UTC,676,15.98,,,,
2020-04-09 16:45:40 UTC,677,15.52,,,,
2020-04-09 16:46:12 UTC,678,16.15,,,,
2020-04-09 16:46:44 UTC,679,16.05,,,,
2020-04-09 16:47:16 UTC,680,16.21,,,,
2020-04-09 16:47:48 UTC,681,15.82,,,,
2020-04-09 16:48:19 UTC,682,16.02,,,,
2020-04-09 16:48:51 UTC,683,15.94,,,,
2020-04-09 16:49:23 UTC,684,16.26,,,,
2020-04-09 16:49:55 UTC,685,15.98,,,,
2020-04-09 16:50:27 UTC,686,15.63,,,,
2020-04-09 16:50:58 UTC,687,15.81,,,,
2020-04-09 16:51:30 UTC,688,15.94,,,,
2020-04-09 16:52:02 UTC,689,15.66,,,,
2020-04-09 16:52:34 UTC,690,16.0,,,,
2020-04-09 16:53:06 UTC,691,16.18,,,,
2020-04-09 16:53:38 UTC,692,16.24,,,,
2020-04-09 16:54:09 UTC,693,16.1,,,,
2020-04-09 16:54:41 UTC,694,16.16,,,,
2020-04-09 16:55:13 UTC,695,16.27,,,,
2020-04-09 16:55:45 UTC,696,15.98,,,,
2020-04-09 16:56:16 UTC,697,15.6,,,,
2020-04-09 16:56:48 UTC,698,15.31,,,,
2020-04-09 16:57:20 UTC,699,16.5,,,,
2020-04-09 16:57:52 UTC,700,16.24,,,,
2020-04-09 16:58:24 UTC,701,16.35,,,,
2020-04-09 16:58:55 UTC,702,15.65,,,,
2020-04-09 16:59:28 UTC,703,16.39,,,,
2020-04-09 17:00:00 UTC,704,15.74,,,,
2020-04-09 17:00:32 UTC,705,16.19,,,,
2020-04-09 17:01:03 UTC,706,16.1,,,,
2020-04-09 17:01:35 UTC,707,16.32,,,,
2020-04-09 17:02:07 UTC,708,16.16,,,,
2020-04-09 17:02:39 UTC,709,16.44,,,,
2020-04-09 17:03:11 UTC,710,16.1,,,,
2020-04-09 17:03:43 UTC,711,16.24,,,,
2020-04-09 17:04:15 UTC,712,16.27,,,,
2020-04-09 17:04:48 UTC,713,16.24,,,,
2020-04-09 17:05:20 UTC,714,16.34,,,,
2020-04-09 17:05:53 UTC,715,15.97,,,,
2020-04-09 17:06:25 UTC,716,16.15,,,,
2020-04-09 17:06:57 UTC,717,15.77,,,,
2020-04-09 17:07:28 UTC,718,16.1,,,,
2020-04-09 17:08:01 UTC,719,15.84,,,,
2020-04-09 17:08:32 UTC,720,15.48,,,,
2020-04-09 17:09:05 UTC,721,15.97,,,,
2020-04-09 17:09:37 UTC,722,16.21,,,,
2020-04-09 17:10:10 UTC,723,15.97,,,,
2020-04-09 17:10:41 UTC,724,16.21,,,,
2020-04-09 17:11:14 UTC,725,15.97,,,,
2020-04-09 17:11:46 UTC,726,16.1,,,,
2020-04-09 17:12:19 UTC,727,15.82,,,,
2020-04-09 17:12:51 UTC,728,15.47,,,,
2020-04-09 17:13:23 UTC,729,15.69,,,,
2020-04-09 17:13:56 UTC,730,16.21,,,,
2020-04-09 17:14:28 UTC,731,16.21,,,,
2020-04-09 17:15:00 UTC,732,15.87,,,,
2020-04-09 17:15:32 UTC,733,15.4,,,,
2020-04-09 17:16:04 UTC,734,15.89,,,,
2020-04-09 17:16:37 UTC,735,15.76,,,,
2020-04-09 17:17:09 UTC,736,16.06,,,,
2020-04-09 17:17:41 UTC,737,16.1,,,,
2020-04-09 17:18:13 UTC,738,15.73,,,,
2020-04-09 17:18:46 UTC,739,15.61,,,,
2020-04-09 17:19:18 UTC,740,16.34,,,,
2020-04-09 17:19:50 UTC,741,16.34,,,,
2020-04-09 17:20:22 UTC,742,15.94,,,,
2020-04-09 17:20:53 UTC,743,15.84,,,,
2020-04-09 17:21:25 UTC,744,15.71,,,,
2020-04-09 17:21:57 UTC,745,15.65,,,,
2020-04-09 17:22:29 UTC,746,16.15,,,,
2020-04-09 17:23:01 UTC,747,15.9,,,,
2020-04-09 17:23:34 UTC,748,16.08,,,,
2020-04-09 17:24:06 UTC,749,15.89,,,,
2020-04-09 17:24:38 UTC,750,16.32,,,,
2020-04-09 17:25:11 UTC,751,16.06,,,,
2020-04-09 17:25:43 UTC,752,16.18,,,,
2020-04-09 17:26:15 UTC,753,16.0,,,,
2020-04-09 17:26:47 UTC,754,16.05,,,,
2020-04-09 17:27:19 UTC,755,15.61,,,,
2020-04-09 17:27:51 UTC,756,16.15,,,,
2020-04-09 17:28:23 UTC,757,16.03,,,,
2020-04-09 17:28:55 UTC,758,16.34,,,,
2020-04-09 17:29:28 UTC,759,15.84,,,,
2020-04-09 17:30:00 UTC,760,15.9,,,,
2020-04-09 17:30:31 UTC,761,16.63,,,,
2020-04-09 17:31:04 UTC,762,16.4,,,,
2020-04-09 17:31:36 UTC,763,16.19,,,,
2020-04-09 17:32:09 UTC,764,16.56,,,,
2020-04-09 17:32:41 UTC,765,16.61,,,,
2020-04-09 17:33:13 UTC,766,16.45,,,,
2020-04-09 17:33:45 UTC,767,15.89,,,,
2020-04-09 17:34:17 UTC,768,16.39,,,,
2020-04-09 17:34:50 UTC,769,16.27,,,,
2020-04-09 17:35:22 UTC,770,16.0,,,,
2020-04-09 17:35:54 UTC,771,16.4,,,,
2020-04-09 17:36:26 UTC,772,16.26,,,,
2020-04-09 17:36:59 UTC,773,16.11,,,,
2020-04-09 17:37:31 UTC,774,16.1,,,,
2020-04-09 17:38:02 UTC,775,16.45,,,,
2020-04-09 17:38:35 UTC,776,15.76,,,,
2020-04-09 17:39:07 UTC,777,16.45,,,,
2020-04-09 17:39:39 UTC,778,16.35,,,,
2020-04-09 17:40:12 UTC,779,16.08,,,,
2020-04-09 17:40:44 UTC,780,15.74,,,,
2020-04-09 17:41:17 UTC,781,16.08,,,,
2020-04-09 17:41:49 UTC,782,16.32,,,,
2020-04-09 17:42:21 UTC,783,16.58,,,,
2020-04-09 17:42:52 UTC,784,16.27,,,,
2020-04-09 17:43:26 UTC,785,16.23,,,,
2020-04-09 17:43:58 UTC,786,16.1,,,,
2020-04-09 17:44:30 UTC,787,16.47,,,,
2020-04-09 17:45:02 UTC,788,16.4,,,,
2020-04-09 17:45:34 UTC,789,16.44,,,,
2020-04-09 17:46:06 UTC,790,16.71,,,,
2020-04-09 17:46:38 UTC,791,16.6,,,,
2020-04-09 17:47:10 UTC,792,15.81,,,,
2020-04-09 17:47:42 UTC,793,16.18,,,,
2020-04-09 17:48:14 UTC,794,16.15,,,,
2020-04-09 17:48:46 UTC,795,16.11,,,,
2020-04-09 17:49:18 UTC,796,16.26,,,,
2020-04-09 17:49:50 UTC,797,16.1,,,,
2020-04-09 17:50:22 UTC,798,15.45,,,,
2020-04-09 17:50:54 UTC,799,16.21,,,,
2020-04-09 17:51:26 UTC,800,15.97,,,,
2020-04-09 17:51:58 UTC,801,15.79,,,,
2020-04-09 17:52:31 UTC,802,15.95,,,,
2020-04-09 17:53:02 UTC,803,15.82,,,,
2020-04-09 17:53:34 UTC,804,16.06,,,,
2020-04-09 17:54:06 UTC,805,16.34,,,,
2020-04-09 17:54:38 UTC,806,16.16,,,,
2020-04-09 17:55:10 UTC,807,16.23,,,,
2020-04-09 17:55:42 UTC,808,15.63,,,,
2020-04-09 17:56:14 UTC,809,16.24,,,,
2020-04-09 17:56:46 UTC,810,16.26,,,,
2020-04-09 17:57:18 UTC,811,15.71,,,,
2020-04-09 17:57:50 UTC,812,16.29,,,,
2020-04-09 17:58:23 UTC,813,16.0,,,,
2020-04-09 17:58:54 UTC,814,16.4,,,,
2020-04-09 17:59:27 UTC,815,16.24,,,,
2020-04-09 17:59:59 UTC,816,16.42,,,,
2020-04-09 18:00:30 UTC,817,16.15,,,,
2020-04-09 18:01:03 UTC,818,16.03,,,,
2020-04-09 18:01:35 UTC,819,16.06,,,,
2020-04-09 18:02:07 UTC,820,15.9,,,,
2020-04-09 18:02:39 UTC,821,15.63,,,,
2020-04-09 18:03:11 UTC,822,15.42,,,,
2020-04-09 18:03:44 UTC,823,16.45,,,,
2020-04-09 18:04:15 UTC,824,16.11,,,,
2020-04-09 18:04:48 UTC,825,16.39,,,,
2020-04-09 18:05:20 UTC,826,15.77,,,,
2020-04-09 18:05:53 UTC,827,15.61,,,,
2020-04-09 18:06:24 UTC,828,15.76,,,,
2020-04-09 18:06:56 UTC,829,16.1,,,,
2020-04-09 18:07:28 UTC,830,15.6,,,,
2020-04-09 18:08:00 UTC,831,16.26,,,,
2020-04-09 18:08:32 UTC,832,15.73,,,,
2020-04-09 18:09:05 UTC,833,16.16,,,,
2020-04-09 18:09:38 UTC,834,15.95,,,,
2020-04-09 18:10:10 UTC,835,15.79,,,,
2020-04-09 18:10:42 UTC,836,16.18,,,,
2020-04-09 18:11:14 UTC,837,16.19,,,,
2020-04-09 18:11:46 UTC,838,16.15,,,,
2020-04-09 18:12:18 UTC,839,15.85,,,,
2020-04-09 18:12:51 UTC,840,16.19,,,,
2020-04-09 18:13:23 UTC,841,15.81,,,,
2020-04-09 18:13:56 UTC,842,16.02,,,,
2020-04-09 18:14:28 UTC,843,16.05,,,,
2020-04-09 18:15:00 UTC,844,15.71,,,,
2020-04-09 18:15:32 UTC,845,15.65,,,,
2020-04-09 18:16:04 UTC,846,15.85,,,,
2020-04-09 18:16:36 UTC,847,15.81,,,,
2020-04-09 18:17:08 UTC,848,16.02,,,,
2020-04-09 18:17:40 UTC,849,16.08,,,,
2020-04-09 18:18:12 UTC,850,16.23,,,,
2020-04-09 18:18:44 UTC,851,15.85,,,,
2020-04-09 18:19:16 UTC,852,16.19,,,,
2020-04-09 18:19:48 UTC,853,15.58,,,,
2020-04-09 18:20:20 UTC,854,16.08,,,,
2020-04-09 18:20:52 UTC,855,16.26,,,,
2020-04-09 18:21:24 UTC,856,16.27,,,,
2020-04-09 18:21:56 UTC,857,16.05,,,,
2020-04-09 18:22:29 UTC,858,16.27,,,,
2020-04-09 18:23:01 UTC,859,15.71,,,,
2020-04-09 18:23:33 UTC,860,15.5,,,,
2020-04-09 18:24:05 UTC,861,16.23,,,,
2020-04-09 18:24:36 UTC,862,16.16,,,,
2020-04-09 18:25:08 UTC,863,16.03,,,,
2020-04-09 18:25:40 UTC,864,15.94,,,,
2020-04-09 18:26:12 UTC,865,15.84,,,,
2020-04-09 18:26:44 UTC,866,15.55,,,,
2020-04-09 18:27:16 UTC,867,15.61,,,,
2020-04-09 18:27:48 UTC,868,15.9,,,,
2020-04-09 18:28:19 UTC,869,16.19,,,,
2020-04-09 18:28:51 UTC,870,16.13,,,,
2020-04-09 18:29:23 UTC,871,15.11,,,,
2020-04-09 18:29:54 UTC,872,15.85,,,,
2020-04-09 18:30:26 UTC,873,15.85,,,,
2020-04-09 18:30:58 UTC,874,15.32,,,,
2020-04-09 18:31:30 UTC,875,15.9,,,,
2020-04-09 18:32:02 UTC,876,16.02,,,,
2020-04-09 18:32:34 UTC,877,15.27,,,,
2020-04-09 18:33:06 UTC,878,16.11,,,,
2020-04-09 18:33:38 UTC,879,15.31,,,,
2020-04-09 18:34:10 UTC,880,15.53,,,,
2020-04-09 18:34:42 UTC,881,15.76,,,,
2020-04-09 18:35:13 UTC,882,15.6,,,,
2020-04-09 18:35:45 UTC,883,15.76,,,,
2020-04-09 18:36:17 UTC,884,15.79,,,,
2020-04-09 18:36:49 UTC,885,15.94,,,,
2020-04-09 18:37:21 UTC,886,16.0,,,,
2020-04-09 18:37:52 UTC,887,16.18,,,,
2020-04-09 18:38:24 UTC,888,15.73,,,,
2020-04-09 18:38:56 UTC,889,15.39,,,,
2020-04-09 18:39:27 UTC,890,16.1,,,,
2020-04-09 18:39:59 UTC,891,15.95,,,,
2020-04-09 18:40:31 UTC,892,16.13,,,,
2020-04-09 18:41:03 UTC,893,15.37,,,,
2020-04-09 18:41:34 UTC,894,15.32,,,,
2020-04-09 18:42:06 UTC,895,15.79,,,,
2020-04-09 18:42:38 UTC,896,15.45,,,,
2020-04-09 18:43:10 UTC,897,15.71,,,,
2020-04-09 18:43:42 UTC,898,15.26,,,,
2020-04-09 18:44:14 UTC,899,16.31,,,,
2020-04-09 18:44:46 UTC,900,16.05,,,,
2020-04-09 18:45:17 UTC,901,15.79,,,,
2020-04-09 18:45:49 UTC,902,16.08,,,,
2020-04-09 18:46:21 UTC,903,16.15,,,,
2020-04-09 18:46:53 UTC,904,15.87,,,,
2020-04-09 18:47:25 UTC,905,15.97,,,,
2020-04-09 18:47:56 UTC,906,15.26,,,,
2020-04-09 18:48:28 UTC,907,15.55,,,,
2020-04-09 18:49:00 UTC,908,15.65,,,,
2020-04-09 18:49:32 UTC,909,15.82,,,,
2020-04-09 18:50:04 UTC,910,16.08,,,,
2020-04-09 18:50:36 UTC,911,16.1,,,,
2020-04-09 18:51:08 UTC,912,15.79,,,,
2020-04-09 18:51:39 UTC,913,16.05,,,,
2020-04-09 18:52:11 UTC,914,15.82,,,,
2020-04-09 18:52:43 UTC,915,15.52,,,,
2020-04-09 18:53:15 UTC,916,15.79,,,,
2020-04-09 18:53:46 UTC,917,16.02,,,,
2020-04-09 18:54:18 UTC,918,16.0,,,,
2020-04-09 18:54:50 UTC,919,15.92,,,,
2020-04-09 18:55:21 UTC,920,16.02,,,,
2020-04-09 18:55:53 UTC,921,15.58,,,,
2020-04-09 18:56:25 UTC,922,16.1,,,,
2020-04-09 18:56:57 UTC,923,16.11,,,,
2020-04-09 18:57:29 UTC,924,15.68,,,,
2020-04-09 18:58:00 UTC,925,15.9,,,,
2020-04-09 18:58:32 UTC,926,15.71,,,,
2020-04-09 18:59:04 UTC,927,15.63,,,,
2020-04-09 18:59:36 UTC,928,15.36,,,,
2020-04-09 19:00:08 UTC,929,15.73,,,,
2020-04-09 19:00:39 UTC,930,16.03,,,,
2020-04-09 19:01:11 UTC,931,15.98,,,,
2020-04-09 19:01:43 UTC,932,15.61,,,,
2020-04-09 19:02:14 UTC,933,15.29,,,,
2020-04-09 19:02:46 UTC,934,15.73,,,,
2020-04-09 19:03:18 UTC,935,15.4,,,,
2020-04-09 19:03:50 UTC,936,15.71,,,,
2020-04-09 19:04:22 UTC,937,15.81,,,,
2020-04-09 19:04:54 UTC,938,15.66,,,,
2020-04-09 19:05:26 UTC,939,15.69,,,,
2020-04-09 19:05:57 UTC,940,15.94,,,,
2020-04-09 19:06:29 UTC,941,15.74,,,,
2020-04-09 19:07:01 UTC,942,15.32,,,,
2020-04-09 19:07:32 UTC,943,15.9,,,,
2020-04-09 19:08:04 UTC,944,15.27,,,,
2020-04-09 19:08:36 UTC,945,16.11,,,,
2020-04-09 19:09:08 UTC,946,16.27,,,,
2020-04-09 19:09:39 UTC,947,16.08,,,,
2020-04-09 19:10:11 UTC,948,15.13,,,,
2020-04-09 19:10:43 UTC,949,15.69,,,,
2020-04-09 19:11:15 UTC,950,16.06,,,,
2020-04-09 19:11:47 UTC,951,15.32,,,,
2020-04-09 19:12:18 UTC,952,15.95,,,,
2020-04-09 19:12:50 UTC,953,15.53,,,,
2020-04-09 19:13:22 UTC,954,16.06,,,,
2020-04-09 19:13:54 UTC,955,15.61,,,,
2020-04-09 19:14:26 UTC,956,15.61,,,,
2020-04-09 19:14:57 UTC,957,15.61,,,,
2020-04-09 19:15:29 UTC,958,15.89,,,,
2020-04-09 19:16:01 UTC,959,15.87,,,,
2020-04-09 19:16:33 UTC,960,16.1,,,,
2020-04-09 19:17:04 UTC,961,15.81,,,,
2020-04-09 19:17:36 UTC,962,15.97,,,,
2020-04-09 19:18:08 UTC,963,15.89,,,,
2020-04-09 19:18:39 UTC,964,16.26,,,,
2020-04-09 19:19:12 UTC,965,15.73,,,,
2020-04-09 19:19:43 UTC,966,15.31,,,,
2020-04-09 19:20:15 UTC,967,15.6,,,,
2020-04-09 19:20:47 UTC,968,16.15,,,,
2020-04-09 19:21:19 UTC,969,15.55,,,,
2020-04-09 19:21:50 UTC,970,15.79,,,,
2020-04-09 19:22:22 UTC,971,15.95,,,,
2020-04-09 19:22:54 UTC,972,16.05,,,,
2020-04-09 19:23:26 UTC,973,15.79,,,,
2020-04-09 19:23:57 UTC,974,15.85,,,,
2020-04-09 19:24:29 UTC,975,15.84,,,,
2020-04-09 19:25:01 UTC,976,15.65,,,,
2020-04-09 19:25:33 UTC,977,15.81,,,,
2020-04-09 19:26:05 UTC,978,15.68,,,,
2020-04-09 19:26:36 UTC,979,15.24,,,,
2020-04-09 19:27:08 UTC,980,16.08,,,,
2020-04-09 19:27:40 UTC,981,15.89,,,,
2020-04-09 19:28:12 UTC,982,15.39,,,,
2020-04-09 19:28:43 UTC,983,15.87,,,,
2020-04-09 19:29:15 UTC,984,16.24,,,,
2020-04-09 19:29:47 UTC,985,15.56,,,,
2020-04-09 19:30:19 UTC,986,15.68,,,,
2020-04-09 19:30:51 UTC,987,16.06,,,,
2020-04-09 19:31:23 UTC,988,15.92,,,,
2020-04-09 19:31:54 UTC,989,15.42,,,,
2020-04-09 19:32:26 UTC,990,16.31,,,,
2020-04-09 19:32:58 UTC,991,15.65,,,,
2020-04-09 19:33:30 UTC,992,15.66,,,,
2020-04-09 19:34:02 UTC,993,16.1,,,,
2020-04-09 19:34:33 UTC,994,16.03,,,,
2020-04-09 19:35:05 UTC,995,15.87,,,,
2020-04-09 19:35:37 UTC,996,15.79,,,,
2020-04-09 19:36:09 UTC,997,16.03,,,,
2020-04-09 19:36:40 UTC,998,15.81,,,,
2020-04-09 19:37:12 UTC,999,16.19,,,,
2020-04-09 19:37:44 UTC,1000,15.58,,,,
2020-04-09 19:38:16 UTC,1001,15.55,,,,
2020-04-09 19:38:47 UTC,1002,15.81,,,,
2020-04-09 19:39:19 UTC,1003,15.55,,,,
2020-04-09 19:39:51 UTC,1004,15.29,,,,
2020-04-09 19:40:23 UTC,1005,16.21,,,,
2020-04-09 19:40:55 UTC,1006,15.9,,,,
2020-04-09 19:41:26 UTC,1007,15.87,,,,
2020-04-09 19:41:58 UTC,1008,16.11,,,,
2020-04-09 19:42:30 UTC,1009,15.56,,,,
2020-04-09 19:43:02 UTC,1010,16.1,,,,
2020-04-09 19:43:34 UTC,1011,15.98,,,,
2020-04-09 19:44:05 UTC,1012,15.71,,,,
2020-04-09 19:44:37 UTC,1013,15.6,,,,
2020-04-09 19:45:09 UTC,1014,15.65,,,,
2020-04-09 19:45:41 UTC,1015,15.58,,,,
2020-04-09 19:46:12 UTC,1016,15.89,,,,
2020-04-09 19:46:44 UTC,1017,15.92,,,,
2020-04-09 19:47:16 UTC,1018,15.6,,,,
2020-04-09 19:47:48 UTC,1019,16.08,,,,
2020-04-09 19:48:19 UTC,1020,15.58,,,,
2020-04-09 19:48:51 UTC,1021,15.84,,,,
2020-04-09 19:49:23 UTC,1022,16.31,,,,
2020-04-09 19:49:54 UTC,1023,15.15,,,,
2020-04-09 19:50:26 UTC,1024,15.47,,,,
2020-04-09 19:50:58 UTC,1025,15.85,,,,
2020-04-09 19:51:30 UTC,1026,15.66,,,,
2020-04-09 19:52:02 UTC,1027,15.5,,,,
2020-04-09 19:52:33 UTC,1028,15.84,,,,
2020-04-09 19:53:05 UTC,1029,15.26,,,,
2020-04-09 19:53:37 UTC,1030,15.23,,,,
